Log Number,Bus Voltage (V),Shunt Voltage (mV),Load Current (mA),Load Voltage (V),Power (mW),DateTime
842,3.476000071,15.76000023,157.5,3.49176007123,1258,2022/03/28 23:26:36
843,3.460000038,14.64999962,161.3000031,3.47465003762,682,2022/03/28 23:27:37
844,3.483999968,15.68000031,431.2999878,3.49967996831,538,2022/03/28 23:28:36
845,3.496000051,14.72000027,150.5,3.5107200512700003,836,2022/03/28 23:29:36
846,3.483999968,14.97999954,156,3.49897996754,522,2022/03/28 23:30:37
847,3.492000103,15.39999962,304.1000061,3.50740010262,1366,2022/03/28 23:31:36
848,3.492000103,15.07999992,155.3000031,3.5070801029200003,1272,2022/03/28 23:32:36
849,3.492000103,16,147.1999969,3.508000103,530,2022/03/28 23:33:36
850,3.487999916,14.78999996,160.1000061,3.5027899159600002,534,2022/03/28 23:34:36
851,3.492000103,14.64999962,159.3000031,3.50665010262,550,2022/03/28 23:35:36
852,3.483999968,15.21000004,298.7000122,3.49920996804,1350,2022/03/28 23:36:36
853,3.467999935,15.22999954,151.5,3.4832299345399997,538,2022/03/28 23:37:36
854,3.480000019,16.39999962,156.6000061,3.49640001862,576,2022/03/28 23:38:37
855,3.463999987,15.28999996,153.6000061,3.4792899869599996,566,2022/03/28 23:39:36
856,3.476000071,14.72000027,150.5,3.49072007127,560,2022/03/28 23:40:36
857,3.476000071,15.10000038,156.6999969,3.49110007138,558,2022/03/28 23:41:36
858,3.480000019,14.77999973,147.6000061,3.49478001873,576,2022/03/28 23:42:36
859,3.492000103,14.61999989,145.3000031,3.50662010289,530,2022/03/28 23:43:36
860,3.487999916,15.06000042,150.3999939,3.5030599164200003,528,2022/03/28 23:44:36
861,3.480000019,14.56000042,148,3.49456001942,590,2022/03/28 23:45:36
862,3.487999916,14.13000011,151.3999939,3.5021299161100004,530,2022/03/28 23:46:36
863,3.471999884,14.67000008,152.6999969,3.4866698840800003,554,2022/03/28 23:47:39
864,3.404000044,16.23999977,156.1999969,3.42024004377,560,2022/03/28 23:48:36
865,3.483999968,15.92000008,146.8000031,3.49991996808,530,2022/03/28 23:49:36
866,3.476000071,14.72000027,159.5,3.49072007127,540,2022/03/28 23:50:39
867,3.460000038,33.13000107,169,3.49313003907,524,2022/03/28 23:51:36
868,3.388000011,14.71000004,166,3.40271001104,548,2022/03/28 23:52:36
869,3.480000019,15.10000038,156.3000031,3.49510001938,530,2022/03/28 23:53:36
870,3.476000071,14.73999977,153.8000031,3.4907400707700003,570,2022/03/28 23:54:36
871,3.467999935,15.61999989,156,3.48361993489,534,2022/03/28 23:55:39
872,3.440000057,14.64999962,150.8999939,3.4546500566200002,524,2022/03/28 23:56:39
873,3.471999884,14.5,149.8000031,3.486499884,580,2022/03/28 23:57:37
874,3.436000109,14.72000027,154.1999969,3.45072010927,544,2022/03/28 23:58:36
875,3.436000109,14.71000004,159.3999939,3.45071010904,534,2022/03/28 23:59:38
876,3.483999968,15.14999962,156.3999939,3.49914996762,524,2022/03/29 00:00:36
877,3.460000038,14.97000027,162.8000031,3.47497003827,548,2022/03/29 00:01:36
878,3.483999968,15.73999977,146.5,3.49973996777,528,2022/03/29 00:02:37
879,3.480000019,14.48999977,151.1000061,3.49449001877,524,2022/03/29 00:03:36
880,3.483999968,15.25,151.3000031,3.499249968,530,2022/03/29 00:04:36
881,3.351999998,19.29000092,178.3000031,3.37128999892,636,2022/03/29 00:05:37
882,3.45600009,14.93999958,158.1000061,3.47094008958,522,2022/03/29 00:06:36
883,3.480000019,14.64999962,148.6999969,3.4946500186200002,540,2022/03/29 00:07:37
884,3.471999884,15.68999958,146.8999939,3.4876898835800003,540,2022/03/29 00:08:39
885,3.355999947,17.07999992,146.1000061,3.37307994692,528,2022/03/29 00:09:38
886,3.480000019,14.60000038,144.3000031,3.4946000193800004,560,2022/03/29 00:10:36
887,3.436000109,20.63999939,158.1000061,3.4566401083900002,540,2022/03/29 00:11:36
888,3.339999914,17.21999931,196.8999939,3.35721991331,540,2022/03/29 00:12:36
889,3.463999987,15.76000023,147.1000061,3.4797599872299996,524,2022/03/29 00:13:36
890,3.436000109,14.68000031,153.3999939,3.45068010931,584,2022/03/29 00:14:38
891,3.463999987,14.55000019,158,3.4785499871899996,548,2022/03/29 00:15:36
892,3.471999884,15.53999996,151.5,3.4875398839600003,528,2022/03/29 00:16:36
893,3.467999935,14.69999981,146.6000061,3.48269993481,566,2022/03/29 00:17:38
894,3.436000109,14.96000004,145.6999969,3.45096010904,550,2022/03/29 00:18:36
895,3.45600009,14.92000008,147.6000061,3.47092009008,558,2022/03/29 00:19:36
896,3.476000071,16.17000008,197.8000031,3.49217007108,564,2022/03/29 00:20:39
897,3.471999884,15.06000042,170.3000031,3.4870598844200003,522,2022/03/29 00:21:36
898,3.476000071,14.60000038,154.6000061,3.4906000713800003,530,2022/03/29 00:22:36
899,3.467999935,14.63000011,152.6999969,3.48262993511,528,2022/03/29 00:23:37
900,3.476000071,14.64999962,162.3999939,3.49065007062,590,2022/03/29 00:24:36
901,3.460000038,14.64999962,151.1000061,3.47465003762,560,2022/03/29 00:25:36
902,3.451999903,15.01000023,157.5,3.46700990323,558,2022/03/29 00:26:36
903,3.420000076,15.65999985,155.1000061,3.43566007585,528,2022/03/29 00:27:36
904,3.471999884,16.65999985,149.3000031,3.48865988385,528,2022/03/29 00:28:36
905,3.467999935,14.68999958,147.1999969,3.4826899345799998,574,2022/03/29 00:29:36
906,3.471999884,14.81999969,155.6000061,3.48681988369,548,2022/03/29 00:30:36
907,3.471999884,14.67000008,145.1999969,3.4866698840800003,560,2022/03/29 00:31:36
908,3.463999987,16.03000069,155.5,3.4800299876899996,540,2022/03/29 00:32:36
909,3.467999935,14.72000027,152.8999939,3.48271993527,548,2022/03/29 00:33:36
910,3.471999884,14.59000015,144.8000031,3.4865898841500003,528,2022/03/29 00:34:39
911,3.427999973,14.65999985,147.6000061,3.44265997285,560,2022/03/29 00:35:36
912,3.480000019,15.93000031,149.3999939,3.4959300193100002,530,2022/03/29 00:36:36
913,3.371999979,14.71000004,151,3.38670997904,528,2022/03/29 00:37:39
914,3.411999941,14.06000042,158.8000031,3.42605994142,524,2022/03/29 00:38:36
915,3.460000038,14.82999992,150.5,3.47483003792,570,2022/03/29 00:39:36
916,3.45600009,14.72000027,146.3000031,3.47072009027,594,2022/03/29 00:40:36
917,3.467999935,15.14000034,147.3999939,3.48313993534,544,2022/03/29 00:41:36
918,3.471999884,15.46000004,150.3999939,3.48745988404,530,2022/03/29 00:42:37
919,3.451999903,14.63000011,163.8000031,3.46662990311,530,2022/03/29 00:43:36
920,3.447999954,14.81999969,153.5,3.46281995369,540,2022/03/29 00:44:36
921,3.460000038,14.67000008,146.5,3.47467003808,548,2022/03/29 00:45:36
922,3.45600009,14.60000038,186.1999969,3.47060009038,522,2022/03/29 00:46:36
923,3.467999935,14.63000011,146.6999969,3.48262993511,528,2022/03/29 00:47:36
924,3.447999954,14.73999977,162.3999939,3.4627399537700003,522,2022/03/29 00:48:36
925,3.463999987,14.77000046,156,3.4787699874599998,528,2022/03/29 00:49:36
926,3.436000109,15.06999969,158.6999969,3.45107010869,528,2022/03/29 00:50:36
927,3.444000006,15.02999973,155.3000031,3.45903000573,518,2022/03/29 00:51:41
928,3.451999903,14.81999969,159.8999939,3.4668199026899997,544,2022/03/29 00:52:36
929,3.451999903,14.63000011,154.3000031,3.46662990311,544,2022/03/29 00:53:36
930,3.45600009,14.68999958,163.8000031,3.4706900895799997,528,2022/03/29 00:54:39
931,3.460000038,14.64000034,143.1000061,3.47464003834,540,2022/03/29 00:55:36
932,3.45600009,14.51000023,164.6000061,3.47051009023,554,2022/03/29 00:56:38
933,3.467999935,18.36000061,164.1000061,3.48635993561,580,2022/03/29 00:57:37
934,3.431999922,21.35000038,159.3999939,3.45334992238,538,2022/03/29 00:58:36
935,3.424000025,14.72999954,157.6999969,3.43873002454,544,2022/03/29 00:59:36
936,3.45600009,14.73999977,146,3.47074008977,580,2022/03/29 01:00:36
937,3.451999903,14.93000031,163.1999969,3.46692990331,530,2022/03/29 01:01:36
938,3.460000038,14.72999954,148.3000031,3.47473003754,528,2022/03/29 01:02:36
939,3.463999987,16.01000023,147.6999969,3.48000998723,534,2022/03/29 01:03:36
940,3.436000109,15.10999966,156.8000031,3.45111010866,570,2022/03/29 01:04:36
941,3.45600009,17.70000076,155.1999969,3.47370009076,534,2022/03/29 01:05:36
942,3.447999954,14.81999969,163.6999969,3.46281995369,522,2022/03/29 01:06:37
943,3.45600009,15.55000019,158.1000061,3.47155009019,514,2022/03/29 01:07:36
944,3.431999922,14.68999958,160.1999969,3.44668992158,538,2022/03/29 01:08:36
945,3.407999992,17.54999924,148.3000031,3.42554999124,596,2022/03/29 01:09:36
946,3.440000057,15.21000004,148.8000031,3.4552100570400004,528,2022/03/29 01:10:36
947,3.451999903,15.11999989,147,3.46711990289,554,2022/03/29 01:11:36
948,3.427999973,15.47999954,167.5,3.44347997254,540,2022/03/29 01:12:36
949,3.467999935,14.39999962,156.6999969,3.48239993462,518,2022/03/29 01:13:36
950,3.447999954,14.61999989,157.1000061,3.46261995389,524,2022/03/29 01:14:37
951,3.427999973,14.71000004,164.3999939,3.44270997304,544,2022/03/29 01:15:36
952,3.451999903,14.73999977,156.8999939,3.46673990277,534,2022/03/29 01:16:36
953,3.415999889,14.75,154,3.430749889,540,2022/03/29 01:17:37
954,3.460000038,14.90999985,160.1999969,3.47491003785,530,2022/03/29 01:18:36
955,3.424000025,15.77999973,154.8999939,3.4397800247299997,724,2022/03/29 01:19:36
956,3.45600009,15.43999958,152.8999939,3.4714400895799997,530,2022/03/29 01:20:36
957,3.411999941,14.67000008,147.5,3.42666994108,566,2022/03/29 01:21:36
958,3.420000076,14.68000031,146.3999939,3.43468007631,566,2022/03/29 01:22:36
959,3.415999889,20.68000031,150.8000031,3.43667988931,528,2022/03/29 01:23:36
960,3.444000006,15.22000027,156.3000031,3.45922000627,550,2022/03/29 01:24:36
961,3.431999922,14.77999973,167,3.44677992173,538,2022/03/29 01:25:36
962,3.451999903,14.68000031,150.6000061,3.4666799033099998,558,2022/03/29 01:26:36
963,3.451999903,14.60000038,159.3000031,3.46659990338,530,2022/03/29 01:27:36
964,3.451999903,16.22999954,157.8999939,3.46822990254,538,2022/03/29 01:28:37
965,3.451999903,14.67000008,166,3.46666990308,540,2022/03/29 01:29:36
966,3.447999954,14.68000031,162.3999939,3.46267995431,534,2022/03/29 01:30:36
967,3.28399992,14.71000004,156.3000031,3.29870992004,534,2022/03/29 01:31:39
968,3.323999882,26.65999985,167.5,3.35065988185,534,2022/03/29 01:32:36
969,3.440000057,14.67000008,149.6999969,3.4546700570800004,566,2022/03/29 01:33:36
970,3.424000025,14.59000015,153.3999939,3.43859002515,508,2022/03/29 01:34:37
971,3.388000011,16.53000069,155.5,3.40453001169,548,2022/03/29 01:35:36
972,3.359999895,22.84000015,146.5,3.38283989515,610,2022/03/29 01:36:37
973,3.444000006,14.59000015,158.5,3.45859000615,524,2022/03/29 01:37:37
974,3.440000057,14.82999992,152.8999939,3.45483005692,538,2022/03/29 01:38:36
975,3.444000006,14.63000011,151.1000061,3.45863000611,538,2022/03/29 01:39:36
976,3.371999979,15.28999996,155,3.3872899789599997,534,2022/03/29 01:40:39
977,3.415999889,15.97000027,149,3.43196988927,528,2022/03/29 01:41:36
978,3.447999954,14.75,149.6999969,3.462749954,524,2022/03/29 01:42:36
979,3.368000031,16.31999969,151.6999969,3.3843200306899996,558,2022/03/29 01:43:38
980,3.444000006,15.14000034,147.1999969,3.45914000634,544,2022/03/29 01:44:36
981,3.424000025,14.55000019,148.8000031,3.4385500251899996,530,2022/03/29 01:45:36
982,3.447999954,14.69999981,149,3.46269995381,530,2022/03/29 01:46:37
983,3.411999941,15.84000015,148,3.42783994115,524,2022/03/29 01:47:36
984,3.436000109,14.60999966,147.1000061,3.4506101086600003,524,2022/03/29 01:48:36
985,3.440000057,14.96000004,167.8999939,3.45496005704,518,2022/03/29 01:49:39
986,3.431999922,14.53999996,147.3000031,3.4465399219600004,574,2022/03/29 01:50:36
987,3.431999922,18.61000061,158.1999969,3.45060992261,518,2022/03/29 01:51:36
988,3.420000076,14.77999973,165.3000031,3.43478007573,538,2022/03/29 01:52:36
989,3.431999922,14.48999977,155.3000031,3.44648992177,522,2022/03/29 01:53:36
990,3.440000057,14.68999958,157.5,3.45469005658,528,2022/03/29 01:54:36
991,3.444000006,15.40999985,145.3999939,3.45941000585,522,2022/03/29 01:55:37
992,3.388000011,14.72000027,158.8000031,3.40272001127,524,2022/03/29 01:56:36
993,3.440000057,14.64999962,162,3.4546500566200002,522,2022/03/29 01:57:36
994,3.411999941,14.60999966,154.3000031,3.42660994066,518,2022/03/29 01:58:36
995,3.407999992,15.61999989,146.6000061,3.4236199918900003,524,2022/03/29 01:59:36
996,3.436000109,15.10000038,167.5,3.45110010938,524,2022/03/29 02:00:36
997,3.440000057,14.94999981,159.1000061,3.45495005681,512,2022/03/29 02:01:36
998,3.415999889,14.52000046,150.3999939,3.43051988946,574,2022/03/29 02:02:36
999,3.440000057,15.06000042,160.8000031,3.4550600574200003,524,2022/03/29 02:03:36
1000,3.440000057,14.61999989,152,3.45462005689,518,2022/03/29 02:04:36
1001,3.404000044,15.53999996,155.8999939,3.41954004396,534,2022/03/29 02:05:36
1002,3.415999889,16.23999977,155.8000031,3.43223988877,554,2022/03/29 02:06:36
1003,3.404000044,15.73999977,148.6000061,3.41974004377,524,2022/03/29 02:07:36
1004,3.431999922,15.36999989,157.1000061,3.44736992189,560,2022/03/29 02:08:36
1005,3.407999992,15.07999992,156.3999939,3.4230799919200003,518,2022/03/29 02:09:36
1006,3.407999992,15.73999977,155.1999969,3.42373999177,534,2022/03/29 02:10:36
1007,3.436000109,14.77000046,147,3.45077010946,540,2022/03/29 02:11:36
1008,3.308000088,17.69000053,154.6999969,3.32569008853,538,2022/03/29 02:12:36
1009,3.415999889,14.65999985,153.3999939,3.43065988885,540,2022/03/29 02:13:36
1010,3.440000057,15.89999962,149.3000031,3.4559000566200004,522,2022/03/29 02:14:38
1011,3.380000114,14.68000031,187.1000061,3.39468011431,528,2022/03/29 02:15:36
1012,3.371999979,15.61999989,151.1999969,3.38761997889,548,2022/03/29 02:16:36
1013,3.424000025,15.80000019,154.8999939,3.43980002519,554,2022/03/29 02:17:36
1014,3.427999973,14.61999989,161.1999969,3.4426199728899998,522,2022/03/29 02:18:36
1015,3.407999992,14.64000034,148.8999939,3.42263999234,570,2022/03/29 02:19:36
1016,3.39199996,14.67000008,150.5,3.4066699600800003,584,2022/03/29 02:20:36
1017,3.388000011,15.77000046,146.3000031,3.40377001146,518,2022/03/29 02:21:36
1018,3.424000025,14.85999966,156.1999969,3.43886002466,574,2022/03/29 02:22:36
1019,3.411999941,14.85999966,156.3000031,3.42685994066,540,2022/03/29 02:23:36
1020,3.431999922,15.80000019,146.1999969,3.44779992219,522,2022/03/29 02:24:36
1021,3.388000011,14.68000031,150.1000061,3.4026800113099998,580,2022/03/29 02:25:36
1022,3.431999922,15.89000034,146.1999969,3.4478899223400004,538,2022/03/29 02:26:36
1023,3.368000031,14.59000015,158.5,3.38259003115,522,2022/03/29 02:27:36
1024,3.427999973,14.60000038,149.1000061,3.44259997338,522,2022/03/29 02:28:38
1025,3.388000011,14.65999985,158.6000061,3.40266001085,528,2022/03/29 02:29:36
1026,3.415999889,15.82999992,150.3999939,3.43182988892,518,2022/03/29 02:30:36
1027,3.431999922,15.85000038,213.6000061,3.44784992238,564,2022/03/29 02:31:36
1028,3.420000076,14.67000008,149.3999939,3.43467007608,528,2022/03/29 02:32:36
1029,3.427999973,15.57999992,149.6999969,3.44357997292,514,2022/03/29 02:33:36
1030,3.424000025,14.64999962,149.6000061,3.43865002462,518,2022/03/29 02:34:36
1031,3.415999889,14.63000011,146.6999969,3.43062988911,580,2022/03/29 02:35:36
1032,3.404000044,16.13999939,147.1000061,3.42014004339,522,2022/03/29 02:36:36
1033,3.420000076,14.68000031,164.6999969,3.43468007631,538,2022/03/29 02:37:36
1034,3.420000076,14.55000019,152,3.43455007619,514,2022/03/29 02:38:36
1035,3.424000025,15.14999962,150.3000031,3.43915002462,522,2022/03/29 02:39:36
1036,3.427999973,14.68000031,150.6999969,3.4426799733099998,528,2022/03/29 02:40:36
1037,3.424000025,15,156.1000061,3.439000025,512,2022/03/29 02:41:36
1038,3.415999889,14.60999966,147.6000061,3.4306098886600003,558,2022/03/29 02:42:36
1039,3.420000076,14.71000004,164.5,3.43471007604,534,2022/03/29 02:43:36
1040,3.424000025,15.77000046,152.1999969,3.4397700254599997,550,2022/03/29 02:44:36
1041,3.375999928,14.71000004,157.1999969,3.39070992804,522,2022/03/29 02:45:36
1042,3.420000076,14.77999973,146.8000031,3.43478007573,530,2022/03/29 02:46:36
1043,3.404000044,14.60999966,157.5,3.41861004366,522,2022/03/29 02:47:36
1044,3.424000025,14.97999954,156.3000031,3.4389800245399997,514,2022/03/29 02:48:36
1045,3.415999889,14.90999985,154.6000061,3.43090988885,534,2022/03/29 02:49:36
1046,3.411999941,14.77999973,156.6000061,3.42677994073,524,2022/03/29 02:50:36
1047,3.384000063,15.65999985,164,3.3996600628499998,560,2022/03/29 02:51:36
1048,3.420000076,14.68000031,145.8000031,3.43468007631,560,2022/03/29 02:52:36
1049,3.407999992,14.77000046,146.8999939,3.42276999246,564,2022/03/29 02:53:36
1050,3.415999889,14.72000027,155.6999969,3.43071988927,538,2022/03/29 02:54:36
1051,3.39199996,16.20000076,156.6000061,3.40819996076,540,2022/03/29 02:55:36
1052,3.424000025,15.89000034,150.3999939,3.43989002534,530,2022/03/29 02:56:36
1053,3.411999941,14.73999977,150,3.42673994077,570,2022/03/29 02:57:36
1054,3.39199996,16.56999969,152.5,3.4085699596900003,576,2022/03/29 02:58:36
1055,3.420000076,15.47999954,147.1000061,3.43548007554,522,2022/03/29 02:59:36
1056,3.39199996,15.06999969,155.3000031,3.4070699596900003,528,2022/03/29 03:00:38
1057,3.411999941,14.64999962,154.5,3.42664994062,524,2022/03/29 03:01:36
1058,3.404000044,16.17000008,157.1000061,3.42017004408,534,2022/03/29 03:02:36
1059,3.404000044,15.01000023,167.5,3.41901004423,512,2022/03/29 03:03:36
1060,3.404000044,15.06000042,156.1000061,3.41906004442,514,2022/03/29 03:04:36
1061,3.400000095,15,158.1999969,3.4150000950000003,560,2022/03/29 03:05:36
1062,3.415999889,14.21000004,156.6000061,3.43020988904,522,2022/03/29 03:06:36
1063,3.407999992,14.32999992,154.1999969,3.4223299919200003,544,2022/03/29 03:07:36
1064,3.407999992,16.36000061,157,3.4243599926100003,564,2022/03/29 03:08:36
1065,3.407999992,14.89000034,147.1999969,3.42288999234,564,2022/03/29 03:09:36
1066,3.404000044,14.69999981,146.3999939,3.41870004381,560,2022/03/29 03:10:36
1067,3.407999992,15.68000031,155.8000031,3.4236799923100003,550,2022/03/29 03:11:36
1068,3.415999889,14.78999996,147,3.43078988896,540,2022/03/29 03:12:36
1069,3.415999889,14.69999981,156.6999969,3.43069988881,518,2022/03/29 03:13:36
1070,3.415999889,16.32999992,156.6000061,3.43232988892,574,2022/03/29 03:14:36
1071,3.371999979,14.69999981,153.8999939,3.38669997881,534,2022/03/29 03:15:36
1072,3.39199996,14.76000023,147.1000061,3.40675996023,564,2022/03/29 03:16:36
1073,3.411999941,14.65999985,159.3999939,3.42665994085,522,2022/03/29 03:17:36
1074,3.39199996,14.10999966,146.8999939,3.40610995966,974,2022/03/29 03:18:36
1075,3.404000044,16.13999939,147,3.42014004339,518,2022/03/29 03:19:36
1076,3.404000044,14.72000027,158.6999969,3.41872004427,534,2022/03/29 03:20:36
1077,2.815999985,14.77000046,162.1000061,2.83076998546,524,2022/03/29 03:21:36
1078,3.411999941,15.47999954,156,3.42747994054,514,2022/03/29 03:22:36
1079,2.828000069,15.10000038,150.6000061,2.8431000693799997,560,2022/03/29 03:23:36
1080,2.839999914,16.90999985,149.3999939,2.85690991385,524,2022/03/29 03:24:36
1081,3.39199996,15.31999969,155.3000031,3.40731995969,540,2022/03/29 03:25:36
1082,3.388000011,41.68000031,151.6999969,3.42968001131,540,2022/03/29 03:26:36
1083,3.25999999,37.58000183,157.8999939,3.2975799918299997,512,2022/03/29 03:27:36
1084,3.368000031,41.86000061,150.5,3.4098600316099996,566,2022/03/29 03:28:36
1085,3.400000095,41.50999832,166.3000031,3.4415100933200002,502,2022/03/29 03:29:36
1086,3.39199996,15.90999985,438.7999878,3.40790995985,522,2022/03/29 03:30:36
1087,3.395999908,14.72000027,439.2999878,3.41071990827,528,2022/03/29 03:31:36
1088,3.355999947,14.78999996,170.1999969,3.37078994696,1212,2022/03/29 03:32:36
1089,3.384000063,14.96000004,148.3000031,3.3989600630399996,522,2022/03/29 03:33:37
1090,3.407999992,14.69999981,306.2000122,3.42269999181,574,2022/03/29 03:34:39
1091,3.388000011,14.71000004,432.2000122,3.40271001104,1324,2022/03/29 03:35:36
1092,3.368000031,15.05000019,154,3.38305003119,550,2022/03/29 03:36:36
1093,3.404000044,15.23999977,150.8999939,3.41924004377,1202,2022/03/29 03:37:37
1094,3.404000044,14.97000027,157.1999969,3.41897004427,1386,2022/03/29 03:38:36
1095,3.39199996,14.97999954,154.6000061,3.40697995954,540,2022/03/29 03:39:36
1096,3.404000044,14.71000004,158.6000061,3.41871004404,528,2022/03/29 03:40:37
1097,3.404000044,15.59000015,150.1999969,3.41959004415,522,2022/03/29 03:41:36
1098,3.388000011,15.19999981,151.1000061,3.40320001081,522,2022/03/29 03:42:36
1099,3.371999979,15.10000038,156.3999939,3.38709997938,548,2022/03/29 03:43:39
1100,3.400000095,15.75,151.1000061,3.4157500950000004,524,2022/03/29 03:44:36
1101,3.39199996,14.75,147.6999969,3.40674996,560,2022/03/29 03:45:36
1102,3.395999908,16.15999985,161.6999969,3.41215990785,534,2022/03/29 03:46:36
1103,3.39199996,14.77999973,158.8999939,3.40677995973,538,2022/03/29 03:47:36
1104,3.39199996,14.71000004,155.8999939,3.40670996004,544,2022/03/29 03:48:36
1105,3.384000063,14.85999966,160.1999969,3.39886006266,522,2022/03/29 03:49:41
1106,3.371999979,14.71000004,159.1000061,3.38670997904,518,2022/03/29 03:50:36
1107,3.400000095,15.11999989,158.1999969,3.4151200948900002,566,2022/03/29 03:51:36
1108,3.272000074,15.27000046,149.1000061,3.2872700744600003,524,2022/03/29 03:52:36
1109,3.400000095,15.88000011,155.1000061,3.4158800951100003,530,2022/03/29 03:53:36
1110,3.371999979,14.80000019,148.8999939,3.38679997919,522,2022/03/29 03:54:36
1111,3.388000011,14.75,168.1000061,3.4027500109999997,530,2022/03/29 03:55:39
1112,3.395999908,15.17000008,158.5,3.4111699080799998,570,2022/03/29 03:56:36
1113,3.388000011,15.27999973,148.1000061,3.40328001073,534,2022/03/29 03:57:36
1114,3.384000063,14.85000038,163,3.39885006338,528,2022/03/29 03:58:36
1115,3.384000063,14.86999989,147.8000031,3.39887006289,564,2022/03/29 03:59:36
1116,3.39199996,14.77000046,154.3999939,3.40676996046,576,2022/03/29 04:00:36
1117,3.388000011,14.77000046,163.8000031,3.40277001146,534,2022/03/29 04:01:36
1118,3.395999908,15.09000015,157.5,3.4110899081499997,522,2022/03/29 04:02:36
1119,3.359999895,19.84000015,161.6000061,3.37983989515,512,2022/03/29 04:03:36
1120,3.384000063,15.10999966,157.8000031,3.3991100626599997,508,2022/03/29 04:04:36
1121,3.39199996,14.80000019,151.6999969,3.4067999601900003,528,2022/03/29 04:05:36
1122,3.39199996,14.61999989,159.8999939,3.40661995989,512,2022/03/29 04:06:36
1123,3.364000082,16.37999916,158.6999969,3.38038008116,530,2022/03/29 04:07:36
1124,3.375999928,14.96000004,157.3000031,3.39095992804,514,2022/03/29 04:08:36
1125,3.380000114,14.81999969,157.3000031,3.39482011369,518,2022/03/29 04:09:36
1126,3.371999979,14.92000008,166.1000061,3.38691997908,530,2022/03/29 04:10:36
1127,3.371999979,14.69999981,154,3.38669997881,514,2022/03/29 04:11:37
1128,3.388000011,20.23999977,151.6999969,3.4082400107699997,522,2022/03/29 04:12:36
1129,3.384000063,14.81000042,151.6999969,3.3988100634199996,558,2022/03/29 04:13:36
1130,3.380000114,14.75,154.6000061,3.394750114,538,2022/03/29 04:14:36
1131,3.380000114,15.51000023,158.3000031,3.39551011423,538,2022/03/29 04:15:36
1132,3.384000063,14.80000019,152.1999969,3.39880006319,518,2022/03/29 04:16:36
1133,3.351999998,16.03000069,150.6000061,3.36802999869,528,2022/03/29 04:17:37
1134,3.384000063,14.85000038,159.8999939,3.39885006338,524,2022/03/29 04:18:36
1135,3.355999947,15.06000042,165.8999939,3.37105994742,534,2022/03/29 04:19:36
1136,3.375999928,14.72000027,164.3000031,3.3907199282700002,534,2022/03/29 04:20:36
1137,3.371999979,14.84000015,157.3999939,3.38683997915,534,2022/03/29 04:21:36
1138,3.371999979,15.56000042,152.8999939,3.3875599794199998,522,2022/03/29 04:22:36
1139,3.355999947,14.85000038,155.5,3.37084994738,538,2022/03/29 04:23:39
1140,3.335999966,16.19000053,148.3999939,3.35218996653,522,2022/03/29 04:24:36
1141,3.364000082,14.86999989,152.8000031,3.37887008189,566,2022/03/29 04:25:36
1142,3.364000082,14.92000008,152.5,3.37892008208,530,2022/03/29 04:26:36
1143,3.359999895,15.10000038,163.3999939,3.37509989538,538,2022/03/29 04:27:36
1144,3.371999979,16.10000038,149,3.3880999793799997,522,2022/03/29 04:28:36
1145,3.368000031,15.23999977,161,3.3832400307699997,538,2022/03/29 04:29:36
1146,3.351999998,15.71000004,167,3.36770999804,514,2022/03/29 04:30:36
1147,3.368000031,14.81000042,148.6999969,3.3828100314199996,522,2022/03/29 04:31:36
1148,3.34800005,15.28999996,158.6999969,3.36329004996,514,2022/03/29 04:32:36
1149,3.359999895,14.80000019,164.1999969,3.3747998951900002,528,2022/03/29 04:33:36
1150,3.368000031,16.06999969,155,3.38407003069,528,2022/03/29 04:34:36
1151,3.368000031,15.02000046,148.3000031,3.3830200314599996,524,2022/03/29 04:35:39
1152,3.364000082,14.75,147.8999939,3.378750082,522,2022/03/29 04:36:36
1153,3.364000082,16.01000023,152.1999969,3.38001008223,518,2022/03/29 04:37:36
1154,3.371999979,16.20000076,158.3999939,3.38819997976,534,2022/03/29 04:38:36
1155,3.371999979,16.39999962,158.5,3.38839997862,558,2022/03/29 04:39:36
1156,3.34800005,14.96000004,156,3.36296005004,534,2022/03/29 04:40:36
1157,3.375999928,14.89000034,152.6000061,3.39088992834,524,2022/03/29 04:41:38
1158,3.371999979,14.93999958,149.1000061,3.38693997858,524,2022/03/29 04:42:36
1159,3.371999979,15.57999992,149.1000061,3.38757997892,540,2022/03/29 04:43:36
1160,3.355999947,15.35000038,170.3999939,3.3713499473799997,530,2022/03/29 04:44:36
1161,3.359999895,14.86999989,152.3000031,3.37486989489,522,2022/03/29 04:45:36
1162,3.364000082,14.86999989,147.5,3.37887008189,548,2022/03/29 04:46:36
1163,3.355999947,14.88000011,160.5,3.3708799471099997,514,2022/03/29 04:47:36
1164,3.355999947,15.18999958,170.3000031,3.37118994658,514,2022/03/29 04:48:36
1165,3.368000031,15.88000011,158.1999969,3.38388003111,522,2022/03/29 04:49:36
1166,3.368000031,16.48999977,159.6999969,3.38449003077,534,2022/03/29 04:50:36
1167,3.359999895,14.86999989,155.3000031,3.37486989489,530,2022/03/29 04:51:36
1168,3.335999966,16.57999992,158.1999969,3.35257996592,564,2022/03/29 04:52:36
1169,3.368000031,16.42000008,159.8999939,3.38442003108,534,2022/03/29 04:53:36
1170,3.364000082,14.85999966,152.1000061,3.37886008166,522,2022/03/29 04:54:36
