Log Number,Bus Voltage (V),Shunt Voltage (mV),Load Current (mA),Load Voltage (V),Power (mW),DateTime
1171,3.335999966,15.10999966,162,3.35110996566,534,2022/03/29 04:55:36
1172,3.34800005,17.35000038,169.8999939,3.36535005038,518,2022/03/29 04:56:36
1173,3.328000069,15.28999996,152.5,3.3432900689599996,538,2022/03/29 04:57:36
1174,3.344000101,14.85000038,148.8000031,3.35885010138,560,2022/03/29 04:58:37
1175,3.364000082,15.34000015,158.1000061,3.37934008215,528,2022/03/29 04:59:36
1176,3.351999998,14.92000008,155.1999969,3.36691999808,522,2022/03/29 05:00:36
1177,3.359999895,15.32999992,152.6999969,3.37532989492,518,2022/03/29 05:01:36
1178,3.339999914,14.88000011,152.6000061,3.3548799141099996,550,2022/03/29 05:02:36
1179,3.34800005,14.97000027,159.3000031,3.36297005027,524,2022/03/29 05:03:36
1180,3.24000001,16.45999908,157.8999939,3.25646000908,534,2022/03/29 05:04:37
1181,3.355999947,14.92000008,149.5,3.37091994708,522,2022/03/29 05:05:36
1182,3.355999947,16.35000038,158.5,3.37234994738,534,2022/03/29 05:06:36
1183,3.355999947,14.89999962,152,3.37089994662,514,2022/03/29 05:07:38
1184,3.319999933,14.85999966,158.8000031,3.33485993266,524,2022/03/29 05:08:36
1185,3.332000017,15.26000023,170.1000061,3.34726001723,512,2022/03/29 05:09:36
1186,3.355999947,15.53999996,195.5,3.37153994696,704,2022/03/29 05:10:36
1187,3.339999914,14.93999958,155.3000031,3.35493991358,554,2022/03/29 05:11:36
1188,3.344000101,14.93000031,153.6000061,3.35893010131,560,2022/03/29 05:12:36
1189,3.299999952,16.04000092,149.6000061,3.3160399529199998,522,2022/03/29 05:13:36
1190,3.328000069,14.90999985,164.3000031,3.3429100688499997,518,2022/03/29 05:14:36
1191,3.335999966,15.35999966,157.6999969,3.35135996566,524,2022/03/29 05:15:36
1192,3.319999933,14.92000008,164.5,3.33491993308,528,2022/03/29 05:16:36
1193,3.296000004,14.93999958,149.3999939,3.3109400035800003,514,2022/03/29 05:17:36
1194,3.335999966,15.69999981,149.6999969,3.35169996581,522,2022/03/29 05:18:36
1195,3.339999914,15.26000023,161.1000061,3.35525991423,514,2022/03/29 05:19:36
1196,3.335999966,14.89999962,160.1000061,3.35089996562,522,2022/03/29 05:20:36
1197,3.332000017,16.11000061,159.6000061,3.34811001761,534,2022/03/29 05:21:37
1198,3.344000101,15.22999954,149.1999969,3.3592301005399996,518,2022/03/29 05:22:36
1199,3.319999933,15.27999973,166,3.3352799327300002,512,2022/03/29 05:23:36
1200,3.319999933,16.55999947,160.3999939,3.33655993247,530,2022/03/29 05:24:36
1201,3.344000101,16.21999931,149.3000031,3.36022010031,518,2022/03/29 05:25:37
1202,3.323999882,14.97999954,156.3000031,3.33897988154,544,2022/03/29 05:26:36
1203,3.328000069,15.23999977,159.3999939,3.3432400687699997,560,2022/03/29 05:27:36
1204,3.344000101,16.20000076,149.5,3.36020010176,528,2022/03/29 05:28:36
1205,3.299999952,15.67000008,152.1999969,3.31566995208,534,2022/03/29 05:29:36
1206,3.315999985,14.93999958,159.8999939,3.33093998458,540,2022/03/29 05:30:36
1207,3.332000017,15.67000008,152.6000061,3.34767001708,528,2022/03/29 05:31:36
1208,3.323999882,14.97000027,150.1000061,3.33896988227,522,2022/03/29 05:32:36
1209,3.332000017,15.10999966,149.6000061,3.34711001666,522,2022/03/29 05:33:36
1210,3.339999914,14.96000004,156.1999969,3.3549599140399997,512,2022/03/29 05:34:36
1211,3.296000004,14.97000027,161.6999969,3.31097000427,524,2022/03/29 05:35:36
1212,3.335999966,15.01000023,164.1999969,3.3510099662300004,518,2022/03/29 05:36:37
1213,3.335999966,15.02000046,149.8999939,3.35101996646,574,2022/03/29 05:37:36
1214,3.28399992,14.97999954,161.3000031,3.29897991954,524,2022/03/29 05:38:36
1215,3.328000069,15.06000042,151,3.34306006942,550,2022/03/29 05:39:36
1216,3.339999914,15.96000004,154.8000031,3.35595991404,522,2022/03/29 05:40:36
1217,3.288000107,15.48999977,162.5,3.30349010677,530,2022/03/29 05:41:36
1218,3.319999933,15.42000008,170.6000061,3.3354199330800003,534,2022/03/29 05:42:37
1219,3.328000069,15.14999962,155.1999969,3.34315006862,560,2022/03/29 05:43:36
1220,3.323999882,15.39999962,172,3.33939988162,514,2022/03/29 05:44:36
1221,3.299999952,15.85999966,157.6000061,3.31585995166,534,2022/03/29 05:45:38
1222,3.332000017,15.01000023,155,3.34701001723,534,2022/03/29 05:46:36
1223,3.319999933,15.59000015,164.6000061,3.33558993315,538,2022/03/29 05:47:36
1224,3.303999901,15.06999969,163.8999939,3.31906990069,524,2022/03/29 05:48:36
1225,3.315999985,15.10000038,150.8999939,3.33109998538,524,2022/03/29 05:49:36
1226,3.332000017,15.30000019,154.6999969,3.34730001719,544,2022/03/29 05:50:36
1227,3.332000017,15.55000019,161.6000061,3.34755001719,558,2022/03/29 05:51:36
1228,3.335999966,15.09000015,151.8999939,3.35108996615,524,2022/03/29 05:52:36
1229,3.332000017,15.63000011,151,3.3476300171099997,524,2022/03/29 05:53:36
1230,3.312000036,15.05000019,150.8000031,3.32705003619,560,2022/03/29 05:54:36
1231,3.315999985,15.10999966,154.3000031,3.33110998466,534,2022/03/29 05:55:36
1232,3.315999985,15.10999966,152.8999939,3.33110998466,554,2022/03/29 05:56:36
1233,3.28399992,15.22000027,154.6999969,3.2992199202699997,540,2022/03/29 05:57:36
1234,3.292000055,15.13000011,166.1000061,3.30713005511,538,2022/03/29 05:58:36
1235,3.308000088,15.31000042,157.3000031,3.32331008842,566,2022/03/29 05:59:36
1236,3.315999985,15.06999969,160.3999939,3.33106998469,538,2022/03/29 06:00:36
1237,3.328000069,14.97000027,150,3.3429700692699997,558,2022/03/29 06:01:36
1238,3.303999901,15.5,151.3000031,3.319499901,522,2022/03/29 06:02:36
1239,3.323999882,14.89000034,164.5,3.3388898823399997,514,2022/03/29 06:03:36
1240,3.312000036,15.10999966,157.5,3.32711003566,574,2022/03/29 06:04:36
1241,3.296000004,15.10999966,150.8999939,3.31111000366,560,2022/03/29 06:05:36
1242,3.323999882,15.10999966,154.5,3.33910988166,518,2022/03/29 06:06:36
1243,3.296000004,15.10999966,165.3000031,3.31111000366,534,2022/03/29 06:07:36
1244,3.315999985,15.68000031,150.8999939,3.33167998531,522,2022/03/29 06:08:36
1245,3.299999952,16.31999969,152.1999969,3.3163199516899997,522,2022/03/29 06:09:36
1246,3.296000004,15.09000015,151.1999969,3.31109000415,560,2022/03/29 06:10:37
1247,3.303999901,16.39999962,151.3000031,3.32039990062,524,2022/03/29 06:11:36
1248,3.303999901,15.10000038,165.6999969,3.31909990138,518,2022/03/29 06:12:36
1249,3.315999985,14.90999985,154.6000061,3.33090998485,512,2022/03/29 06:13:36
1250,3.319999933,15.02999973,164.8999939,3.33502993273,522,2022/03/29 06:14:36
1251,3.315999985,15.23999977,154.6000061,3.33123998477,540,2022/03/29 06:15:36
1252,3.272000074,15.97000027,151.1999969,3.28797007427,524,2022/03/29 06:16:37
1253,3.299999952,15.11999989,163.3999939,3.31511995189,518,2022/03/29 06:17:36
1254,3.308000088,15.09000015,151.8000031,3.32309008815,570,2022/03/29 06:18:36
1255,3.303999901,15.10999966,157.6000061,3.31910990066,514,2022/03/29 06:19:38
1256,3.312000036,16.30999947,155.6000061,3.32831003547,518,2022/03/29 06:20:36
1257,3.299999952,21.55999947,160.3999939,3.32155995147,538,2022/03/29 06:21:36
1258,3.308000088,15.81000042,151.3999939,3.32381008842,522,2022/03/29 06:22:38
1259,3.319999933,15.06000042,167.8999939,3.33505993342,512,2022/03/29 06:23:36
1260,3.272000074,15.14000034,151.1999969,3.2871400743400003,558,2022/03/29 06:24:36
1261,3.303999901,15.42000008,164.5,3.3194199010800003,514,2022/03/29 06:25:36
1262,3.299999952,15.68999958,164.6999969,3.31568995158,530,2022/03/29 06:26:36
1263,3.276000023,15.52999973,169.3000031,3.29153002273,524,2022/03/29 06:27:36
1264,3.312000036,16.37999916,152.6000061,3.3283800351600004,522,2022/03/29 06:28:37
1265,3.296000004,15.60999966,174.3999939,3.3116100036600002,534,2022/03/29 06:29:36
1266,3.296000004,15.60000038,173,3.3116000043800002,518,2022/03/29 06:30:36
1267,3.28399992,15.05000019,166.8000031,3.29904992019,528,2022/03/29 06:31:38
1268,3.299999952,15.18000031,163.5,3.31517995231,534,2022/03/29 06:32:36
1269,3.292000055,15.06999969,163.5,3.30707005469,524,2022/03/29 06:33:36
1270,3.28399992,15.56000042,157.8999939,3.2995599204199997,534,2022/03/29 06:34:38
1271,3.308000088,16.37000084,151.8000031,3.32437008884,522,2022/03/29 06:35:36
1272,3.296000004,15.06999969,151.5,3.3110700036900003,564,2022/03/29 06:36:36
1273,3.303999901,16.37000084,150.5,3.32036990184,522,2022/03/29 06:37:36
1274,3.296000004,16.37000084,154.6000061,3.31237000484,518,2022/03/29 06:38:36
1275,3.303999901,16.53000069,151.5,3.32052990169,518,2022/03/29 06:39:36
1276,3.296000004,15.35999966,162.3000031,3.31136000366,530,2022/03/29 06:40:37
1277,3.296000004,15.61999989,167,3.3116200038900003,534,2022/03/29 06:41:36
1278,3.303999901,15.10999966,156.1999969,3.31910990066,570,2022/03/29 06:42:36
1279,3.279999971,16.35000038,161.8999939,3.29634997138,550,2022/03/29 06:43:36
1280,3.292000055,15.14000034,160.8999939,3.30714005534,534,2022/03/29 06:44:36
1281,3.303999901,15.18000031,155.8999939,3.31917990131,522,2022/03/29 06:45:36
1282,3.279999971,15.30000019,164.6000061,3.29529997119,534,2022/03/29 06:46:36
1283,3.299999952,15.01000023,156.3999939,3.31500995223,530,2022/03/29 06:47:36
1284,3.299999952,15.73999977,160.8000031,3.31573995177,512,2022/03/29 06:48:36
1285,3.292000055,15.22000027,152,3.3072200552699997,564,2022/03/29 06:49:36
1286,3.296000004,16.42000008,152.3999939,3.3124200040800003,528,2022/03/29 06:50:36
1287,3.196000099,15.22000027,168.1999969,3.2112200992699997,540,2022/03/29 06:51:36
1288,3.299999952,16.35000038,155.5,3.31634995238,518,2022/03/29 06:52:36
1289,3.288000107,15.17000008,166.6000061,3.3031701070799997,528,2022/03/29 06:53:36
1290,3.296000004,15.19999981,150.8999939,3.3112000038100002,518,2022/03/29 06:54:36
1291,3.296000004,16.02000046,152,3.3120200044600003,534,2022/03/29 06:55:36
1292,3.196000099,15.17000008,161.1000061,3.21117009908,528,2022/03/29 06:56:36
1293,3.296000004,15.22000027,158.6000061,3.31122000427,570,2022/03/29 06:57:36
1294,3.292000055,16.62000084,162.1999969,3.30862005584,538,2022/03/29 06:58:36
1295,3.292000055,15.55000019,161.6000061,3.30755005519,518,2022/03/29 06:59:37
1296,3.28399992,15.26000023,152.8000031,3.29925992023,528,2022/03/29 07:00:36
1297,3.292000055,15.21000004,165.1999969,3.30721005504,522,2022/03/29 07:01:36
1298,3.28399992,15.56000042,162.6000061,3.2995599204199997,514,2022/03/29 07:02:36
1299,3.267999887,15.26000023,162.3999939,3.2832598872300003,550,2022/03/29 07:03:36
1300,3.288000107,15.21000004,153.6000061,3.30321010704,558,2022/03/29 07:04:36
1301,3.276000023,16.01000023,160.5,3.29201002323,544,2022/03/29 07:05:37
1302,3.263999939,15.02000046,159.6999969,3.27901993946,512,2022/03/29 07:06:36
1303,3.25999999,15.59000015,162.6000061,3.27558999015,512,2022/03/29 07:07:36
1304,3.267999887,15.25,160,3.283249887,554,2022/03/29 07:08:36
1305,3.256000042,15.23999977,152.3000031,3.27124004177,522,2022/03/29 07:09:37
1306,3.28399992,15.17000008,166.1000061,3.2991699200799998,522,2022/03/29 07:10:36
1307,3.25999999,15.28999996,159.1999969,3.2752899899599996,570,2022/03/29 07:11:38
1308,3.288000107,16.55999947,160.3999939,3.30456010647,534,2022/03/29 07:12:36
1309,3.263999939,15.72999954,162.5,3.27972993854,524,2022/03/29 07:13:36
1310,3.279999971,15.07999992,162.5,3.2950799709200003,512,2022/03/29 07:14:38
1311,3.28399992,14.88000011,153.1000061,3.2988799201099996,550,2022/03/29 07:15:36
1312,3.144000053,16.25,156,3.160250053,522,2022/03/29 07:16:36
1313,3.279999971,16.21999931,158,3.29621997031,554,2022/03/29 07:17:36
1314,3.28399992,15.31000042,156.1000061,3.29930992042,564,2022/03/29 07:18:36
1315,3.256000042,15.63000011,153.1000061,3.27163004211,522,2022/03/29 07:19:36
1316,3.28399992,15.31999969,159.3000031,3.29931991969,554,2022/03/29 07:20:36
1317,3.279999971,15.98999977,162.1000061,3.29598997077,512,2022/03/29 07:21:36
1318,3.263999939,15.67000008,163.1000061,3.27966993908,512,2022/03/29 07:22:36
1319,3.279999971,15.46000004,152.3999939,3.29545997104,518,2022/03/29 07:23:39
1320,3.263999939,15.72999954,163.6999969,3.27972993854,518,2022/03/29 07:24:36
1321,3.279999971,16.5,153.1000061,3.2964999710000003,538,2022/03/29 07:25:36
1322,3.279999971,15.64999962,155.1000061,3.29564997062,528,2022/03/29 07:26:36
1323,3.272000074,15.31000042,164.8999939,3.28731007442,524,2022/03/29 07:27:36
1324,3.267999887,15.18999958,152.6000061,3.28318988658,560,2022/03/29 07:28:36
1325,3.267999887,15.27000046,159.6000061,3.2832698874600004,544,2022/03/29 07:29:36
1326,3.272000074,15.19999981,161.8999939,3.2872000738100002,528,2022/03/29 07:30:36
1327,3.267999887,15.65999985,166,3.28365988685,524,2022/03/29 07:31:36
1328,3.267999887,15.30000019,156.3000031,3.28329988719,518,2022/03/29 07:32:36
1329,3.276000023,16.20000076,154.8000031,3.29220002376,514,2022/03/29 07:33:36
1330,3.256000042,15.13000011,152.6000061,3.2711300421100002,518,2022/03/29 07:34:36
1331,3.276000023,15.53999996,161.6999969,3.29154002296,514,2022/03/29 07:35:36
1332,3.267999887,15,150.5,3.2829998870000003,550,2022/03/29 07:36:36
1333,3.236000061,15.64000034,165.5,3.25164006134,530,2022/03/29 07:37:36
1334,3.263999939,15.52000046,163.8000031,3.27951993946,566,2022/03/29 07:38:36
1335,2.864000082,15.23999977,154,2.87924008177,524,2022/03/29 07:39:36
1336,2.655999899,16.39999962,159.8999939,2.67239989862,548,2022/03/29 07:40:36
1337,3.243999958,16.37999916,153.6000061,3.26037995716,522,2022/03/29 07:41:37
1338,2.936000109,15.02000046,163.8999939,2.95102010946,512,2022/03/29 07:42:36
1339,3.15199995,15.51000023,154.6000061,3.16750995023,530,2022/03/29 07:43:36
1340,2.631999969,15.09000015,167.1000061,2.64708996915,524,2022/03/29 07:44:36
1341,2.940000057,32.52999878,160.6000061,2.97253005578,540,2022/03/29 07:45:36
1342,3.247999907,37.25999832,156.3000031,3.2852599053200002,514,2022/03/29 07:46:36
1343,3.220000029,36.68999863,150.5,3.25669002763,514,2022/03/29 07:47:36
1344,3.247999907,44.22999954,151,3.2922299065400003,544,2022/03/29 07:48:37
1345,3.256000042,17.07999992,300.2999878,3.27308004192,530,2022/03/29 07:49:36
1346,3.25999999,15.32999992,161.1000061,3.27532998992,528,2022/03/29 07:50:36
1347,3.131999969,15.51000023,158.3999939,3.14750996923,508,2022/03/29 07:51:36
1348,3.267999887,15.72999954,181.3999939,3.28372988654,570,2022/03/29 07:52:36
1349,3.256000042,15.93999958,156.3000031,3.27194004158,944,2022/03/29 07:53:36
1350,3.263999939,16.22999954,371.1000061,3.2802299385400002,1390,2022/03/29 07:54:36
1351,3.227999926,15.03999996,154,3.24303992596,1156,2022/03/29 07:55:36
1352,3.227999926,14.97000027,162.1000061,3.24296992627,976,2022/03/29 07:56:36
1353,3.256000042,15.06000042,157.8000031,3.2710600424200003,1182,2022/03/29 07:57:36
1354,3.263999939,14.96000004,149.3000031,3.27895993904,472,2022/03/29 07:58:36
1355,3.243999958,14.85000038,164.6000061,3.25884995838,522,2022/03/29 07:59:36
1356,3.256000042,15.05000019,186,3.27105004219,566,2022/03/29 08:00:36
1357,3.263999939,14.85999966,148.8999939,3.27885993866,538,2022/03/29 08:01:36
1358,3.256000042,15.68999958,163.6000061,3.2716900415800003,522,2022/03/29 08:02:36
1359,3.247999907,16.07999992,148.8999939,3.26407990692,502,2022/03/29 08:03:36
1360,3.256000042,15.88000011,152.5,3.2718800421100003,512,2022/03/29 08:04:36
1361,3.247999907,15.25,154,3.263249907,484,2022/03/29 08:05:36
1362,3.247999907,16.04999924,153.3000031,3.26404990624,512,2022/03/29 08:06:36
1363,3.24000001,14.81000042,156.8999939,3.25481001042,518,2022/03/29 08:07:36
1364,3.111999989,15.53999996,160.6000061,3.12753998896,514,2022/03/29 08:08:36
1365,3.220000029,14.89000034,156.1999969,3.23489002934,518,2022/03/29 08:09:36
1366,3.256000042,15.84000015,148.3000031,3.27184004215,508,2022/03/29 08:10:36
1367,3.247999907,14.84000015,160.1999969,3.26283990715,504,2022/03/29 08:11:36
1368,3.252000093,16.42000008,157.8999939,3.26842009308,518,2022/03/29 08:12:36
1369,3.252000093,14.84000015,161.1000061,3.26684009315,504,2022/03/29 08:13:36
1370,3.256000042,15.81999969,146.1000061,3.2718200416900003,498,2022/03/29 08:14:36
1371,3.247999907,16.31999969,158.3000031,3.26431990669,528,2022/03/29 08:15:36
1372,3.25999999,15.5,151.8999939,3.2754999899999997,498,2022/03/29 08:16:36
1373,3.256000042,14.71000004,164,3.27071004204,508,2022/03/29 08:17:36
1374,3.236000061,14.81999969,151.3000031,3.2508200606899997,540,2022/03/29 08:18:36
1375,3.236000061,14.71000004,147.1999969,3.25071006104,504,2022/03/29 08:19:36
1376,3.252000093,15.17000008,157.5,3.26717009308,492,2022/03/29 08:20:36
1377,3.256000042,14.77999973,150.8000031,3.27078004173,498,2022/03/29 08:21:36
1378,3.247999907,15.09000015,157,3.26308990715,494,2022/03/29 08:22:36
1379,3.243999958,14.75,154.1999969,3.2587499579999997,550,2022/03/29 08:23:36
1380,3.223999977,14.85999966,155.3999939,3.23885997666,512,2022/03/29 08:24:36
1381,3.252000093,14.68000031,153.8000031,3.2666800933099998,498,2022/03/29 08:25:36
1382,3.247999907,14.97000027,155.1999969,3.26296990727,540,2022/03/29 08:26:36
1383,3.247999907,15.09000015,151.6000061,3.26308990715,502,2022/03/29 08:27:36
1384,3.247999907,15.22999954,150.3999939,3.26322990654,504,2022/03/29 08:28:36
1385,3.243999958,14.97999954,147.1000061,3.25897995754,508,2022/03/29 08:29:36
1386,3.247999907,14.72000027,149.6999969,3.26271990727,530,2022/03/29 08:30:36
1387,3.247999907,14.76000023,152.3999939,3.26275990723,494,2022/03/29 08:31:36
1388,3.211999893,15.10999966,159.5,3.22710989266,488,2022/03/29 08:32:36
1389,3.220000029,14.71000004,153.1000061,3.23471002904,550,2022/03/29 08:33:36
1390,3.068000078,15.60999966,146.5,3.08361007766,498,2022/03/29 08:34:36
1391,3.247999907,15.32999992,157,3.26332990692,488,2022/03/29 08:35:36
1392,3.220000029,14.68000031,147,3.2346800293099998,498,2022/03/29 08:36:36
1393,3.207999945,14.61999989,147.5,3.22261994489,498,2022/03/29 08:37:36
1394,3.247999907,15.14000034,156.6999969,3.2631399073400003,498,2022/03/29 08:38:36
1395,3.236000061,14.47999954,151,3.2504800605399997,504,2022/03/29 08:39:36
1396,3.243999958,14.72999954,146,3.25872995754,494,2022/03/29 08:40:36
1397,3.243999958,14.72000027,149.8999939,3.25871995827,494,2022/03/29 08:41:36
1398,3.236000061,14.60999966,146.8000031,3.25061006066,498,2022/03/29 08:42:36
1399,3.243999958,15.38000011,153.6000061,3.25937995811,488,2022/03/29 08:43:36
1400,3.232000113,14.68999958,152.6999969,3.2466901125799996,522,2022/03/29 08:44:36
1401,3.10800004,20.19000053,159.1000061,3.12819004053,514,2022/03/29 08:45:37
1402,3.24000001,14.46000004,150.6999969,3.2544600100400003,502,2022/03/29 08:46:36
1403,3.24000001,14.59000015,149,3.2545900101500003,492,2022/03/29 08:47:36
1404,3.24000001,14.60999966,149.3000031,3.2546100096600004,502,2022/03/29 08:48:36
1405,3.227999926,14.53999996,148.6000061,3.24253992596,494,2022/03/29 08:49:36
1406,3.232000113,14.69999981,152.6000061,3.2467001128099997,504,2022/03/29 08:50:36
1407,3.24000001,14.97999954,155.8999939,3.25498000954,482,2022/03/29 08:51:36
1408,3.232000113,14.48999977,149.6000061,3.2464901127699997,484,2022/03/29 08:52:36
1409,3.252000093,14.53999996,150.1000061,3.26654009296,492,2022/03/29 08:53:36
1410,3.236000061,14.44999981,154.1999969,3.25045006081,488,2022/03/29 08:54:36
1411,3.223999977,14.64999962,152.5,3.23864997662,478,2022/03/29 08:55:36
1412,3.236000061,14.34000015,150.1999969,3.2503400611499997,524,2022/03/29 08:56:36
1413,3.236000061,15.56999969,153.5,3.2515700606899998,488,2022/03/29 08:57:38
1414,3.21600008,15.61999989,144.6000061,3.2316200798900003,488,2022/03/29 08:58:36
1415,3.236000061,15.03999996,148.3999939,3.25104006096,492,2022/03/29 08:59:36
1416,3.223999977,14.43000031,161.6000061,3.23842997731,498,2022/03/29 09:00:36
1417,3.220000029,14.27000046,151.8000031,3.2342700294599998,502,2022/03/29 09:01:36
1418,3.236000061,15.05000019,147.1999969,3.25105006119,482,2022/03/29 09:02:36
1419,3.203999996,15.40999985,144.5,3.21940999585,488,2022/03/29 09:03:36
1420,3.21600008,15.43999958,148.3999939,3.23144007958,492,2022/03/29 09:04:36
1421,3.227999926,15.23999977,141.1999969,3.2432399257699998,476,2022/03/29 09:05:36
1422,3.211999893,15.64999962,150.8999939,3.22764989262,508,2022/03/29 09:06:37
1423,3.191999912,14.22999954,147,3.20622991154,528,2022/03/29 09:07:36
1424,3.220000029,13.93000031,151.5,3.2339300293099997,488,2022/03/29 09:08:36
1425,3.227999926,13.89000034,138.8999939,3.24188992634,472,2022/03/29 09:09:36
1426,3.203999996,13.93000031,148.3999939,3.2179299963099997,518,2022/03/29 09:10:36
1427,3.223999977,13.82999992,155,3.23782997692,482,2022/03/29 09:11:36
1428,3.232000113,13.82999992,142.6999969,3.24583011292,472,2022/03/29 09:12:36
1429,3.223999977,13.78999996,152.1000061,3.2377899769600003,466,2022/03/29 09:13:35
1430,3.232000113,14.97999954,141,3.2469801125399997,466,2022/03/29 09:14:35
1431,2.720000029,24.79999924,373.5,2.74480002824,1104,2022/03/29 09:15:37
1432,3.232000113,13.56000042,140.1999969,3.24556011342,458,2022/03/29 09:16:35
1433,3.223999977,13.43000031,138.6999969,3.23742997731,478,2022/03/29 09:17:35
1434,3.220000029,13.28999996,138,3.23329002896,452,2022/03/29 09:18:37
1435,3.232000113,13.40999985,135.8999939,3.2454101128499997,448,2022/03/29 09:19:35
1436,3.220000029,13.32999992,140.8000031,3.2333300289199998,462,2022/03/29 09:20:35
1437,3.227999926,13.26000023,136.8999939,3.2412599262299997,462,2022/03/29 09:21:35
1438,3.21600008,13.59000015,142.3999939,3.22959008015,458,2022/03/29 09:22:35
1439,3.140000105,13.26000023,140.3000031,3.1532601052299998,458,2022/03/29 09:23:35
1440,3.220000029,13.14999962,131.8999939,3.23315002862,442,2022/03/29 09:24:36
1441,3.21600008,12.94999981,134.3000031,3.22895007981,440,2022/03/29 09:25:36
1442,3.148000002,-0.600000024,-2.700000048,3.147400001976,6,2022/03/29 09:26:36
1443,3.303999901,-13.89000034,-152.8999939,3.29010990066,476,2022/03/29 09:27:38
1444,3.299999952,-11.02000046,-107.0999985,3.28897995154,340,2022/03/29 09:28:38
1445,3.263999939,-11.02999973,-56.59999847,3.25296993927,140,2022/03/29 09:29:50
1446,3.279999971,-11.42000008,-111.4000015,3.26857997092,32,2022/03/29 09:30:39
1447,3.296000004,-11.34000015,-106.5,3.28466000385,374,2022/03/29 09:31:36
1448,3.252000093,-5.539999962,-110,3.246460093038,354,2022/03/29 09:32:37
1449,3.252000093,-11.86999989,-109.4000015,3.24013009311,360,2022/03/29 09:33:35
1450,3.023999929,-11.68000031,-113.1999969,3.0123199286899998,358,2022/03/29 09:34:36
1451,3.276000023,-9.739999771,-85.69999695,3.266260023229,258,2022/03/29 09:36:36
1452,3.279999971,-8.020000458,-72.5,3.271979970542,236,2022/03/29 09:37:36
1453,2.924000025,0.899999976,16,2.924900024976,950,2022/03/29 09:38:36
1454,2.95600009,3.119999886,58.59999847,2.959120089886,50,2022/03/29 09:39:36
1455,2.763999939,32.56000137,79.80000305,2.79655994037,632,2022/03/29 09:40:36
1456,3.220000029,0.939999998,9.399999619,3.220940028998,102,2022/03/29 09:41:36
1457,3.176000118,0.300000012,9.399999619,3.176300118012,98,2022/03/29 09:42:36
1458,3.220000029,1.350000024,18.89999962,3.221350029024,40,2022/03/29 09:43:36
1459,3.227999926,0.810000002,7.699999809,3.228809926002,58,2022/03/29 09:44:36
1460,3.223999977,0.790000021,8.699999809,3.224789977021,56,2022/03/29 09:45:36
1461,3.211999893,1.169999957,11,3.213169892957,26,2022/03/29 09:46:36
1462,3.227999926,0.689999998,7.5,3.2286899259979998,62,2022/03/29 09:47:35
1463,3.223999977,0.600000024,5.199999809,3.224599977024,30,2022/03/29 09:48:35
1464,3.220000029,0.959999979,16.89999962,3.220960028979,32,2022/03/29 09:49:35
1465,2.75999999,0.560000002,9.800000191,2.7605599900019997,40,2022/03/29 09:50:36
1466,3.211999893,0.550000012,19.79999924,3.212549893012,40,2022/03/29 09:51:35
1467,3.15199995,1.889999986,20.60000038,3.153889949986,42,2022/03/29 09:52:36
1468,3.140000105,0.370000005,4,3.140370105005,72,2022/03/29 09:53:35
1469,3.119999886,0.370000005,3.200000048,3.120369886005,104,2022/03/29 09:54:35
1470,3.167999983,1.289999962,14.19999981,3.1692899829620003,22,2022/03/29 09:55:38
1471,3.104000092,0.620000005,13.60000038,3.104620092005,30,2022/03/29 09:56:35
1472,3.012000084,0.289999992,16,3.0122900839919997,32,2022/03/29 09:57:35
1473,2.895999908,0.219999999,5.900000095,2.896219907999,40,2022/03/29 09:58:37
1474,2.987999916,11.57999992,175.8999939,2.99957991592,26,2022/03/29 09:59:35
1475,3.164000034,0.540000021,13.89999962,3.164540034021,40,2022/03/29 10:00:35
1476,3.200000048,-0.079999998,4.099999905,3.1999200480020003,30,2022/03/29 10:01:35
1477,2.992000103,0.50999999,9.699999809,2.99251010299,14,2022/03/29 10:02:36
1478,3.184000015,0.02,6.699999809,3.184020015,56,2022/03/29 10:03:35
1479,3.160000086,1.340000033,10.39999962,3.1613400860330003,46,2022/03/29 10:04:35
1480,2.660000086,24.87999916,194.6999969,2.68488008516,830,2022/03/29 10:05:36
1481,2.963999987,28.45999908,-1.799999952,2.9924599860799996,20,2022/03/29 10:06:38
1482,3.184000015,-0.430000007,2.400000095,3.183570014993,20,2022/03/29 10:07:36
1483,3.180000067,-0.180000007,-2.400000095,3.179820066993,32,2022/03/29 10:08:36
1484,3.140000105,-0.300000012,5.5,3.139700104988,26,2022/03/29 10:09:36
1485,3.160000086,-0.039999999,7.199999809,3.159960086001,22,2022/03/29 10:10:36
1486,3.171999931,0.540000021,-4.400000095,3.1725399310210003,820,2022/03/29 10:11:36
1487,3.164000034,28.90999985,7,3.19291003385,0,2022/03/29 10:12:36
1488,3.144000053,-0.50999999,-3.900000095,3.1434900530100003,14,2022/03/29 10:13:37
1489,3.155999899,-0.460000008,-3.200000048,3.155539898992,10,2022/03/29 10:14:36
1490,3.144000053,0.01,20.39999962,3.144010053,20,2022/03/29 10:15:36
1491,3.164000034,-0.439999998,8.100000381,3.163560034002,32,2022/03/29 10:16:36
1492,3.144000053,-0.680000007,-1,3.143320052993,14,2022/03/29 10:17:36
1493,3.160000086,-0.600000024,-1.700000048,3.1594000859760003,16,2022/03/29 10:18:36
1494,3.15199995,-0.560000002,-6.599999905,3.151439949998,6,2022/03/29 10:19:35
1495,3.15199995,-0.620000005,-8.100000381,3.151379949995,0,2022/03/29 10:20:35
